,country,manager,delivery_method,vendor_terms,transport_mode,order_date,expected_date,actual_date,recorded_date,product_category,product_type,supplier,product_feature,product_name,product_brand,dosage,dosage_form,units_per_pack,total_quantity,total_value,pack_price,unit_price,factory_location,priority_status,total_weight,shipping_cost,insurance_cost,delivery_status,order_to_delivery_days,shipping_cost_per_weight,item_quantity(%)
4709,Sudan,PMO - US,Direct Drop,EXW,Air,2011-09-07,2012-01-06,2012-01-06,2012-01-06,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,80/20mg/ml,Test kit - Ancillary,100,4,32.0,8.0,0.08,"Alere Medical Co., Ltd.",True,2.0,942.64,0.05,early_delivery,121,471.32,0.0
4710,Tanzania,PMO - US,Direct Drop,FCA,Air,2014-01-21,2014-08-26,2014-08-26,2014-09-04,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,268,8259.76,30.82,0.1,ABBVIE (Abbott) Logis. UK,True,261.0,2569.33,8.49,early_delivery,217,9.844176245210727,0.0
4712,Rwanda,PMO - US,Direct Drop,CIP,Air,2011-12-07,2012-04-26,2012-04-26,2012-04-26,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,4560,62335.2,13.67,0.46,Mylan (formerly Matrix) Nashik,True,561.0,5610.17,87.39,early_delivery,141,10.00030303030303,0.0
4713,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2012-01-31,2012-01-31,2012-01-31,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,57925,157556.0,2.72,0.05,"Cipla, Goa, India",True,6220.0,7175.28,259.97,early_delivery,327,1.1535819935691318,0.05
4714,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-06-30,2010-04-09,2010-04-09,2010-04-09,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,60300,186327.0,3.09,0.05,Hetero Unit III Hyderabad IN,True,3539.0,16769.43,365.2,early_delivery,283,4.738465668267873,0.05
4715,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-01-04,2010-05-20,2010-05-20,2010-05-20,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,15624,22654.8,1.45,0.02,"Aurobindo Unit III, India",True,1056.0,2160.52,48.84,early_delivery,501,2.0459469696969697,0.01
4717,Uganda,PMO - US,Direct Drop,FCA,Air,2012-03-15,2012-05-04,2012-05-04,2012-05-04,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,429,2938.65,6.85,0.11,ABBVIE Ludwigshafen Germany,True,62.0,1060.22,4.12,early_delivery,50,17.100322580645162,0.0
4721,Zambia,PMO - US,Direct Drop,EXW,Air,2009-08-31,2010-02-03,2010-02-03,2010-02-03,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,5500,176000.0,32.0,1.6,"Trinity Biotech, Plc",True,1907.0,17975.84,344.96,early_delivery,156,9.426240167802831,0.0
4723,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-07-14,2011-07-14,2011-07-14,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,54008,349431.76,6.47,0.22,"Cipla, Goa, India",True,3658.0,12796.59,576.56,early_delivery,126,3.498247676325861,0.05
4724,South Sudan,PMO - US,Direct Drop,EXW,Air,2012-05-18,2012-09-05,2012-09-05,2012-09-05,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,50mg,Test kit,20,749,23968.0,32.0,1.6,"Trinity Biotech, Plc",True,262.0,4669.02,33.6,early_delivery,110,17.820687022900763,0.0
4725,Kenya,PMO - US,Direct Drop,EXW,Air,2010-07-23,2010-11-12,2010-11-12,2010-11-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,50mg,Test kit,100,2578,229442.0,89.0,0.89,Inverness Japan,True,1427.0,15353.45,494.68,early_delivery,112,10.759250175192712,0.0
4726,Tanzania,PMO - US,Direct Drop,EXW,Air,2014-03-27,2014-12-10,2014-12-10,2014-12-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,50mg,Test kit,100,504,40320.0,80.0,0.8,"Alere Medical Co., Ltd.",True,204.0,2788.07,41.45,early_delivery,258,13.66700980392157,0.0
4727,Uganda,PMO - US,Direct Drop,EXW,Air,2013-04-23,2013-07-11,2013-07-11,2013-07-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,50mg,Test kit,100,3047,243760.0,80.0,0.8,"Alere Medical Co., Ltd.",True,1323.0,16337.04,301.53,early_delivery,79,12.348480725623583,0.0
4728,Ghana,PMO - US,Direct Drop,EXW,Air,2014-03-24,2014-06-23,2014-06-23,2014-06-24,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,33000,51480.0,1.56,0.05,"Aurobindo Unit III, India",True,2343.0,20464.55,52.92,early_delivery,91,8.73433632095604,0.03
4731,Uganda,PMO - US,Direct Drop,CIP,Air,2012-08-24,2012-10-05,2012-10-05,2012-10-05,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,390,21645.0,55.5,0.92,"MSD, Haarlem, NL",True,39.0,433.0,30.35,early_delivery,42,11.102564102564102,0.0
4734,South Sudan,PMO - US,Direct Drop,EXW,Air,2013-01-18,2013-05-23,2013-05-23,2013-05-23,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,625,781.25,1.25,0.04,"Aurobindo Unit III, India",True,34.0,1191.93,0.97,early_delivery,125,35.05676470588236,0.0
4735,Mozambique,PMO - US,Direct Drop,EXW,Air,2013-12-11,2014-02-14,2014-02-14,2014-03-28,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,250000,2027500.0,8.11,0.14,Hetero Unit III Hyderabad IN,True,34074.0,146734.85,2084.27,early_delivery,65,4.306358220343958,0.21
4741,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,2011-04-07,2011-04-07,2011-04-07,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,70030,513319.9,7.33,0.12,"Aurobindo Unit III, India",True,3534.0,17919.41,1106.72,early_delivery,219,5.07057441992077,0.06
4746,Burundi,PMO - US,Direct Drop,EXW,Air,2013-07-09,2013-11-18,2013-11-18,2013-11-18,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100mg,Test kit,100,2796,223680.0,80.0,0.8,"Alere Medical Co., Ltd.",True,1133.0,20572.96,276.69,early_delivery,132,18.157952338923213,0.0
4748,Rwanda,PMO - US,Direct Drop,FCA,Air,2011-10-26,2012-02-27,2012-02-27,2012-02-27,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,110,753.5,6.85,0.11,ABBVIE Ludwigshafen Germany,True,43.0,1046.02,1.24,early_delivery,124,24.326046511627908,0.0
4751,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-11-26,2011-09-15,2011-09-22,2011-09-22,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,124312,826674.8,6.65,0.22,"Aurobindo Unit III, India",True,11603.0,10748.8,1364.01,delayed,300,0.9263811083340515,0.11
4752,Malawi,PMO - US,Direct Drop,EXW,Ocean,2012-10-17,2013-07-24,2013-07-24,2013-07-24,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,60000,689400.0,11.49,0.38,Mylan (formerly Matrix) Nashik,True,6778.0,15020.21,852.79,early_delivery,280,2.2160239008557094,0.05
4753,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-07-09,2015-01-15,2015-01-15,2015-01-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,7000,56700.0,8.1,0.13,Mylan (formerly Matrix) Nashik,True,974.0,1069.31,58.29,early_delivery,190,1.0978542094455852,0.01
4760,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-03-22,2010-07-02,2010-07-02,2010-07-02,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,151,2399.39,15.89,0.26,Mylan (formerly Matrix) Nashik,True,749.0,7488.39,5.17,early_delivery,102,9.99785046728972,0.0
4763,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-04-01,2014-07-23,2014-07-22,2014-07-29,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,18000,83700.0,4.65,0.16,"Aurobindo Unit VII, IN",True,1764.0,13959.22,86.04,early_delivery,112,7.9133900226757365,0.02
4764,Zambia,PMO - US,Direct Drop,EXW,Air,2013-12-23,2014-02-14,2014-02-14,2014-02-25,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6160,40040.0,6.5,0.11,Mylan (formerly Matrix) Nashik,True,356.0,2543.67,41.16,early_delivery,53,7.145140449438203,0.01
4765,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-04-01,2014-06-14,2014-06-14,2014-06-16,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,78000,170040.0,2.18,0.04,Hetero Unit III Hyderabad IN,True,5163.0,41158.49,174.8,early_delivery,74,7.971816773193879,0.07
4767,Uganda,PMO - US,Direct Drop,EXW,Air,2012-12-13,2013-04-10,2013-04-10,2013-04-10,ARV,Pediatric,MICRO LABS LIMITED,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,168,336.0,2.0,0.07,"Micro labs, Verna, Goa, India",True,8.0,1021.34,0.42,early_delivery,118,127.6675,0.0
4768,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-11-26,2011-04-04,2011-04-04,2011-04-04,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,82500,565950.0,6.86,0.23,"Cipla, Goa, India",True,5624.0,7378.63,933.82,early_delivery,129,1.3119896870554766,0.07
4769,Nigeria,PMO - US,Direct Drop,EXW,Air,2009-08-03,2009-11-16,2009-11-16,2009-11-16,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,150/300mg+600mg,Test kit,100,4817,385360.0,80.0,0.8,Inverness Japan,True,2305.0,43338.93,755.31,early_delivery,105,18.802138828633407,0.0
4770,Swaziland,PMO - US,Direct Drop,EXW,Air,2011-09-14,2012-02-06,2012-02-06,2012-02-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,20000,272000.0,13.6,0.15,"Aurobindo Unit III, India",True,3295.0,17214.74,448.8,early_delivery,145,5.224503793626708,0.02
4774,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-06-30,2009-11-19,2009-11-19,2009-11-19,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,250,2.5,0.01,0.0,"Aurobindo Unit III, India",True,24.0,280.23,0.0,early_delivery,142,11.676250000000001,0.0
4776,Haiti,PMO - US,Direct Drop,EXW,Air,2014-01-21,2014-08-07,2014-08-07,2014-08-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200/50mg,Test kit,100,4500,450000.0,100.0,1.0,"Alere Medical Co., Ltd.",True,1825.0,17758.82,462.6,early_delivery,198,9.730860273972603,0.0
4778,Zambia,PMO - US,Direct Drop,EXW,Air,2011-04-01,2011-07-22,2011-07-25,2011-07-25,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200/50mg,Test kit,100,2835,226800.0,80.0,0.8,Inverness Japan,True,1094.0,24400.67,374.22,delayed,115,22.30408592321755,0.0
4779,Haiti,PMO - US,Direct Drop,EXW,Air,2009-10-23,2009-12-17,2009-12-17,2009-12-17,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,740,27750.0,37.5,0.31,"Aurobindo Unit III, India",True,203.0,2228.92,59.83,early_delivery,55,10.979901477832513,0.0
4783,Zambia,PMO - US,Direct Drop,EXW,Air,2010-09-08,2010-11-23,2010-11-23,2010-11-23,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,200/50mg,Test kit,20,7000,224000.0,32.0,1.6,"Trinity Biotech, Plc",True,2304.0,33525.96,482.94,early_delivery,76,14.551197916666666,0.01
4784,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2009-08-21,2009-11-06,2009-11-06,2009-11-06,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,10560,381849.6,36.16,0.3,ABBVIE Ludwigshafen Germany,True,2598.0,15873.33,748.43,early_delivery,77,6.109826789838337,0.01
4786,Namibia,PMO - US,Direct Drop,EXW,Air,2011-01-13,2011-03-15,2011-03-15,2011-03-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,25mg,Test kit,20,520,16640.0,32.0,1.6,"Trinity Biotech, Plc",True,177.0,3496.34,27.46,early_delivery,61,19.753333333333334,0.0
4787,Haiti,PMO - US,Direct Drop,FCA,Air,2012-01-06,2012-06-13,2012-06-13,2012-06-13,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,120,840.0,7.0,0.12,Bristol-Myers Squibb Anagni IT,True,26.0,575.17,1.18,early_delivery,159,22.121923076923075,0.0
4788,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-06-02,2011-02-01,2011-03-04,2011-03-04,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,120,541.2,4.51,0.15,"Aurobindo Unit III, India",True,10.0,19518.98,1.17,delayed,275,1951.898,0.0
4789,Mali,PMO - US,Direct Drop,EXW,Air,2014-10-07,2015-02-18,2015-02-18,2015-02-25,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,150,12000.0,80.0,0.8,"Alere Medical Co., Ltd.",True,66.0,2572.91,12.34,early_delivery,134,38.98348484848485,0.0
4790,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-12-09,2011-12-09,2011-12-09,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,112595,728489.65,6.47,0.22,"Cipla, Goa, India",True,7991.0,9972.68,1202.01,early_delivery,274,1.2479889876110626,0.1
4792,Tanzania,PMO - US,Direct Drop,EXW,Air,2009-08-27,2010-02-10,2010-02-10,2010-02-10,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,300mg,Test kit,30,11990,287760.0,24.0,0.8,"Standard Diagnostics, Korea",True,3997.0,28620.81,564.01,early_delivery,167,7.160572929697273,0.01
4794,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-10-03,2013-12-31,2013-12-31,2014-01-03,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,11500,62445.0,5.43,0.09,"Aurobindo Unit III, India",True,632.0,4168.19,77.24,early_delivery,89,6.595237341772151,0.01
4795,Rwanda,PMO - US,Direct Drop,EXW,Ocean,2012-07-05,2013-01-11,2013-01-11,2013-01-11,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,63410,278369.9,4.39,0.07,Hetero Unit III Hyderabad IN,True,6589.0,17075.43,390.27,early_delivery,190,2.5915055395355897,0.05
4796,South Africa,PMO - US,Direct Drop,DDP,Air,2010-11-26,2011-07-11,2011-07-11,2011-07-11,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,32000,320640.0,10.02,0.04,GSK Mississauga (Canada),True,12374.0,11865.62,529.06,early_delivery,227,0.9589154679165994,0.03
4797,Uganda,PMO - US,Direct Drop,EXW,Air,2014-02-27,2014-06-14,2014-06-14,2014-06-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200mg,Test kit,100,6000,480000.0,80.0,0.8,"Alere Medical Co., Ltd.",True,2432.0,23178.68,493.44,early_delivery,107,9.530707236842105,0.01
4800,Rwanda,PMO - US,Direct Drop,EXW,Ocean,2010-09-03,2011-03-01,2011-03-01,2011-03-01,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,206475,501734.25,2.43,0.04,Hetero Unit III Hyderabad IN,True,12077.0,19328.36,1081.74,early_delivery,179,1.6004272584251056,0.18
4802,Haiti,PMO - US,Direct Drop,EXW,Air,2012-01-06,2012-06-12,2012-06-12,2012-06-12,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,30/6mg,Chewable/dispersible tablet - FDC,60,408,775.2,1.9,0.03,"Cipla, Goa, India",True,26.0,304.63,1.09,early_delivery,158,11.71653846153846,0.0
4805,Nigeria,PMO - US,Direct Drop,EXW,Air,2014-12-08,2015-05-07,2015-05-07,2015-05-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200mg,Test kit,100,6360,566040.0,89.0,0.89,"Alere Medical Co., Ltd.",True,2579.0,28759.53,666.23,early_delivery,150,11.151426909654905,0.01
4806,Nigeria,PMO - US,Direct Drop,EXW,Air,2013-06-10,2013-11-07,2013-11-07,2013-11-17,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200mg,Test kit,100,898,79922.0,89.0,0.89,"Alere Medical Co., Ltd.",True,364.0,6522.64,98.86,early_delivery,150,17.91934065934066,0.0
4807,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-09-18,2012-12-26,2012-12-26,2012-12-26,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15945,35876.25,2.25,0.04,"Aurobindo Unit III, India",True,1479.0,5180.86,50.3,early_delivery,99,3.502947937795808,0.01
4811,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-07-19,2013-11-07,2013-11-07,2013-11-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,80/20mg/ml,Test kit,100,1800,144000.0,80.0,0.8,"Alere Medical Co., Ltd.",True,730.0,10351.26,178.13,early_delivery,111,14.179808219178083,0.0
4813,Haiti,PMO - US,Direct Drop,EXW,Air,2010-01-07,2010-03-02,2010-03-02,2010-03-02,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,80/20mg/ml,Test kit,100,100,35000.0,350.0,3.5,"Pacific Biotech, Thailand",True,240.0,5362.39,75.46,early_delivery,54,22.34329166666667,0.0
4814,Zambia,PMO - US,Direct Drop,EXW,Air,2013-01-08,2013-03-15,2013-03-15,2013-03-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,80/20mg/ml,Test kit,20,10500,336000.0,32.0,1.6,"Trinity Biotech, Plc",True,3445.0,39662.72,415.63,early_delivery,66,11.513126269956459,0.01
4815,Nigeria,PMO - US,Direct Drop,EXW,Air,2010-01-15,2010-05-05,2010-05-05,2010-05-05,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,80/20mg/ml,Test kit,100,2685,214800.0,80.0,0.8,Inverness Japan,True,1284.0,21821.97,463.11,early_delivery,110,16.99530373831776,0.0
4816,Zimbabwe,PMO - US,Direct Drop,FCA,Air,2010-10-26,2012-04-02,2012-04-02,2012-04-02,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,1251,38555.82,30.82,0.1,ABBVIE (Abbott) Logis. UK,True,1254.0,54424.24,83.13,early_delivery,524,43.400510366826154,0.0
4818,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-10-24,2015-03-31,2015-03-31,2015-03-31,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9400,16920.0,1.8,0.03,Hetero Unit III Hyderabad IN,True,1030.0,1593.67,19.91,early_delivery,158,1.547252427184466,0.01
4819,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-10-05,2013-01-09,2013-04-02,2013-04-02,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,30/50/60mg,Test kit,100,2887,256943.0,89.0,0.89,"Alere Medical Co., Ltd.",True,1247.0,26859.39,360.23,delayed,179,21.539206094627104,0.0
4820,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-10-05,2013-01-09,2013-01-17,2013-01-17,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,30/50/60mg,Test kit,100,2744,244216.0,89.0,0.89,"Alere Medical Co., Ltd.",True,1235.0,25577.15,342.39,delayed,104,20.71024291497976,0.0
4822,Haiti,PMO - US,Direct Drop,EXW,Air,2013-02-07,2013-07-24,2013-07-24,2013-07-24,ARV,Pediatric,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,4095,16380.0,4.0,0.07,"Strides, Bangalore, India.",True,176.0,3456.02,20.26,early_delivery,167,19.636477272727273,0.0
4824,Ethiopia,PMO - US,Direct Drop,EXW,Air,2012-01-18,2012-04-02,2012-04-02,2012-04-02,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,600mg,Test kit,1,1100,26950.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",True,780.0,7655.99,37.78,early_delivery,75,9.815371794871794,0.0
4827,Nigeria,PMO - US,Direct Drop,EXW,Air,2011-07-28,2011-12-19,2011-12-09,2011-12-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,600mg,Test kit,100,2891,257299.0,89.0,0.89,"Alere Medical Co., Ltd.",True,1378.0,32667.09,424.54,early_delivery,134,23.706161103047897,0.0
